alpha,lmbd,weight,distance,trajectory
0.5374735723234074,0.2432335978641553,0.5,206721.33333333334,"0      25
1      31
2      35
3      50
4      57
5      86
6     128
7     185
8     297
9      20
10     20
11     31
12     43
13     55
14     71
15    115
16    175
17    326
18     18
19     27
20     30
21     52
22     65
23     99
24    167
25    265
26    488
27     25
28     26
29     34
30     43
31     49
32     59
33     64
34     96
35    122
36     23
37     36
38     39
39     48
40     64
41     83
42    140
43    194
44    291
Name: H1N1, dtype: int64"
0.5374735723234074,0.2432335978641553,0.5,141253.55555555556,"0      25
1      31
2      35
3      50
4      57
5      86
6     128
7     185
8     297
9      20
10     20
11     31
12     43
13     55
14     71
15    115
16    175
17    326
18     18
19     27
20     30
21     52
22     65
23     99
24    167
25    265
26    488
27     25
28     26
29     34
30     43
31     49
32     59
33     64
34     96
35    122
36     23
37     36
38     39
39     48
40     64
41     83
42    140
43    194
44    291
Name: H1N1, dtype: int64"
