alpha,lmbd,distance,trajectory
0.5374735723234074,0.2432335978641553,708.0,"[23, 28, 45, 83, 129, 225, 431, 679, 1269, 14, 23, 30, 38, 58, 89, 140, 270, 491, 13, 23, 39, 74, 111, 175, 296, 494, 957, 13, 26, 34, 58, 86, 158, 236, 417, 860, 10, 15, 18, 32, 60, 99, 162, 325, 528]"
